index,Name,Mass,Amp 44,Area 44,sample,age1,age2,age_end,path_name,path_num,age_lin,age_absolute,d13c,d18o,age_calc,month_int,d18o_dt
294,SPL A4 Path K 59A,0.224,15638.0,195.423,K 59A,,,,K,59,39.80936936478109,1966.674,-0.9479806059161155,25.590699713303415,1969.7809139088727,9,-0.10579850796688817
295,SPL A4 Path K 60A,0.24,17416.0,209.031,K 60A,,,,K,60,39.93436936478109,1966.799,-1.1668771221606455,25.71939336646288,1969.9059139088727,11,0.02777463339849362
296,SPL A4 Path K 61A,0.21,17846.0,218.911,K 61A,,,,K,61,40.05936936478109,1966.924,-0.9092084442803201,25.670612771324233,1970.0309139088727,0,-0.015957224893934807
297,SPL A4 Path K 62A,0.234,13244.0,165.558,K 62A,1.0,40.0,,K,62,40.18436936478109,1967.049,-0.83024941628646,25.680887307355487,1970.1559139088727,2,-0.00046470336888049246
298,SPL A4 Path K 63A,0.217,12056.0,144.748,K 63A,,,,K,63,40.30936936478109,1967.174,-0.803710319309997,25.60676365500534,1970.2809139088727,3,-0.06920112158128333
299,SPL A4 Path K 64A,0.228,15720.0,195.556,K 64A,,,,K,64,40.43436936478109,1967.299,-0.6956198484381313,25.37221463846993,1970.4059139088727,5,-0.2981936553422848
300,SPL A4 Path K 65A,0.246,17796.0,215.068,K 65A,,,,K,65,40.55936936478109,1967.424,-0.9830182339451417,25.580762971604585,1970.5309139088727,6,-0.08391959078200273
301,SPL A4 Path K 66A,0.221,14051.0,173.684,K 66A,,,40.0,K,66,40.68436936478109,1967.549,-0.9915859548259749,25.416635341619404,1970.6559139088727,8,-0.24215224069761376
302,SPL A4 Path K 67A,0.213,12661.0,157.475,K 67A,,,,K,67,40.851036031447755,1967.7156666666667,-0.7857897497597979,25.607751092204534,1970.8225805755394,10,-0.0429132410204609
303,SPL A4 Path K 68A,0.205,12130.0,146.006,K 68A,,,,K,68,41.01770269811443,1967.8823333333332,-1.2906627752886215,25.653723054703324,1970.989247242206,0,0.01148285705089691
304,SPL A4 Path K 69A,0.244,13713.0,171.445,K 69A,1.0,41.0,,K,69,41.18436936478109,1968.049,-1.2938083367951811,25.73875142660295,1971.1559139088727,2,0.10523625099635936
305,SPL A4 Path K 70A,0.261,15407.0,193.929,K 70A,,,,K,70,41.34436936478109,1968.209,-1.294710430745958,25.839497463591954,1971.3159139088727,4,0.21464138315042192
306,SPL A4 Path K 71A,0.21,12358.0,154.312,K 71A,,,,K,71,41.50436936478109,1968.369,-1.039113811459992,25.808226290481695,1971.4759139088726,6,0.1923066021835318
307,SPL A4 Path K 72A,0.233,13578.0,162.299,K 72A,,,,K,72,41.66436936478109,1968.529,-1.2097968352248132,25.73048319930236,1971.6359139088727,8,0.12377720012587545
308,SPL A4 Path K 73A,0.22,28933.0,357.069,K 73A,,,,K,73,41.82436936478109,1968.689,-1.1243308321550405,25.44586028938661,1971.7959139088725,10,-0.15135472368988445
309,SPL A4 Path K 74A,0.211,12044.0,145.447,K 74A,,41.8,,K,74,41.98436936478109,1968.849,-0.7085195596180245,25.810990515890257,1971.9559139088726,11,0.2235437858884275
310,12 SPL-A4 Path J 1A,0.209,9439.0,108.667,J 1A,,42.3,,J,1,42.48436936478109,1969.349,-1.6619204677826196,25.874727767739127,1972.4559139088726,5,0.13943418038953936
311,Path J 2A,0.223,10496.0,120.92,J 2A,,,,J,2,42.62436936478109,1969.489,-1.0437161811576312,25.95709207988313,1972.5959139088727,7,0.19930456895582793
312,Path J 3A,0.234,11430.0,132.14,J 3A,,,,J,3,42.76436936478109,1969.629,-0.6078824231037332,25.83037649008695,1972.7359139088726,9,0.05208033458113803
313,Path J 4A,0.255,12346.0,142.721,J 4A,,,,J,4,42.90436936478109,1969.769,-0.4757685844138431,25.815998769147267,1972.8759139088727,11,0.019179247974829394
314,Path J 5A,0.237,10748.0,123.79,J 5A,,,,J,5,43.04436936478109,1969.909,-0.8339626888859761,25.7933061601026,1973.0159139088726,0,-0.020051447766366692
315,Path J 6A,0.262,13543.0,156.783,J 6A,2.0,43.0,,J,6,43.18436936478109,1970.049,-1.164542961421838,25.640199150513396,1973.1559139088727,2,-0.1877112651111048
316,Path J 7A,0.249,12144.0,140.126,J 7A,,,,J,7,43.43436936478109,1970.299,-1.426739823220522,25.722416643916514,1973.4059139088727,5,-0.1265430534357428
317,Path J 8A,0.243,13174.0,152.13,J 8A,,,,J,8,43.68436936478109,1970.549,-1.3676186638087025,25.70226462001423,1973.6559139088727,8,-0.16141375020984938
318,Path J 9A,0.225,10457.0,120.666,J 9A,,,,J,9,43.93436936478109,1970.799,-1.5821879279582396,25.69882369347992,1973.9059139088727,11,-0.17324274067273748
319,Path J 10A,0.25,11200.0,129.384,J 10A,1.0,44.0,,J,10,44.18436936478109,1971.049,-1.6285483471967561,25.66502994517736,1974.1559139088727,2,-0.2090939440188393
320,Path J 11A,0.275,13321.0,153.947,J 11A,,,,J,11,44.351036031447755,1971.2156666666667,-1.5400734423916511,25.842131703830997,1974.3225805755394,4,-0.029846817108595047
321,Path J 12A,0.27,14013.0,161.844,J 12A,,,,J,12,44.51770269811443,1971.3823333333332,-1.48539866058865,25.86629009670349,1974.489247242206,6,-0.0007294520176550634
322,Path J 13A,0.276,12703.0,148.631,J 13A,,,,J,13,44.68436936478109,1971.549,-0.9399657832994597,25.882375862408374,1974.6559139088727,8,0.02312888983841077
323,Path J 14A,0.239,11550.0,133.483,J 14A,,,,J,14,44.851036031447755,1971.7156666666667,-0.49713889195897737,26.011949610489744,1974.8225805755394,10,0.16328881803280382
324,Path J 15A,0.244,11360.0,131.025,J 15A,,,,J,15,45.01770269811443,1971.8823333333332,-0.5932104513924648,25.88404514942956,1974.989247242206,0,0.0487841410474843
325,Path J 16A,0.274,12332.0,142.369,J 16A,1.0,45.0,,J,16,45.18436936478109,1972.049,-0.7925761969598599,25.80376464188418,1975.1559139088727,2,-0.015282978461193863
326,Path J 17A,0.282,13376.0,154.661,J 17A,,,,J,17,45.27722650763823,1972.1418571428571,-1.01907677633973,25.663803918556688,1975.2487710517298,3,-0.14499005595975945
327,Path J 18A,0.249,11284.0,130.312,J 18A,,,,J,18,45.370083650495374,1972.2347142857143,-0.921744428871347,25.679880670832727,1975.341628194587,4,-0.11778629224069803
328,Path J 19A,0.215,9836.0,113.33,J 19A,,,,J,19,45.462940793352516,1972.3275714285714,-1.5215320854431813,25.884117857755534,1975.4344853374441,5,0.09845127179743685
329,Path J 20A,0.24,8338.0,96.142,J 20A,,,,J,20,45.555797936209665,1972.4204285714286,-1.6475427588711198,25.981928983648857,1975.5273424803013,6,0.2091361404201848
330,Path J 21A,0.24,10942.0,126.195,J 21A,,,,J,21,45.648655079066806,1972.5132857142858,-1.3952169908094263,25.980213928439003,1975.6201996231584,7,0.22116819358295814
331,Path J 23A,0.283,10752.0,124.039,J 23A,,,,J,23,45.83436936478109,1972.699,-1.0756987896459906,26.034024399062034,1975.8059139088728,10,0.305092977822639
332,Path J 24A,0.24,10825.0,124.938,J 24A,,,,J,24,45.92722650763823,1972.7918571428572,-1.0218374695764547,25.980006419277267,1975.8987710517297,11,0.26744220334010294
333,Path J 25A,0.234,10620.0,122.315,J 25A,,,,J,25,46.02008365049537,1972.8847142857144,-1.114128548920413,25.92781085465476,1975.9916281945868,0,0.23248720963392344
334,Path J 26A,0.232,11083.0,127.84,J 26A,,,,J,26,46.112940793352514,1972.9775714285715,-1.2149865761581942,25.852775361500647,1976.084485337444,1,0.17556565303934235
335,Path J 27A,0.244,13842.0,161.882,J 27A,,,,J,27,46.20579793620966,1973.0704285714287,-1.40085720700738,25.454764003876072,1976.1773424803011,2,-0.20345840241160573
336,Path J 28A,0.283,13785.0,169.069,J 28A,,,,J,28,46.298655079066805,1973.1632857142856,-1.3277199375640705,25.346660696129533,1976.2701996231583,3,-0.29170104231221217
337,Path J 29A,0.201,10882.0,127.24,J 29A,,,,J,29,46.391512221923946,1973.2561428571428,-1.3714185706650182,25.420819442076173,1976.3630567660155,4,-0.19680826290554165
338,Path J 30A,0.28,15352.0,187.071,J 30A,1.0,46.3,,J,30,46.48436936478109,1973.349,-1.5293708268323547,25.320135982069,1976.4559139088726,5,-0.27588432383858574
339,12 SPL-A4 Path I 1A,0.198,8213.0,99.041,I 1A,,44.8,,I,1,44.98436936478109,1971.849,-1.1316000653161,25.462472861390353,1974.9559139088726,11,-0.22128530754386588
340,Path I 2A,0.234,9744.0,117.44,I 2A,,,,I,2,45.08436936478109,1971.949,-0.9592543050156057,25.506770358917116,1975.0559139088728,1,-0.1729013952976075
341,Path I 3A,0.242,11042.0,133.385,I 3A,-1.0,45.0,,I,3,45.18436936478109,1972.049,-1.14789806940605,25.437887231990835,1975.1559139088727,2,-0.2377483104241307
342,Path I 4A,0.198,10023.0,120.887,I 4A,,,,I,4,45.43436936478109,1972.299,-1.5464833202292054,25.76798783908759,1975.4059139088727,5,0.10222318838111022
343,Path I 5A,0.228,9899.0,119.531,I 5A,,,45.0,I,5,45.68436936478109,1972.549,-1.2834018878547166,25.880992801827464,1975.6559139088727,8,0.22478527456246766
344,Path I 6A,0.22,11799.0,142.425,I 6A,,,,I,6,45.80936936478109,1972.674,-1.2436406390576888,25.810732623272834,1975.7809139088727,9,0.15918599462549565
345,Path I 7A,0.2,9802.0,118.203,I 7A,,,,I,7,45.93436936478109,1972.799,-1.2450180068953305,25.663265917004146,1975.9059139088727,11,0.01630174490998826
346,Path I 8A,0.208,9592.0,115.686,I 8A,,,,I,8,46.05936936478109,1972.924,-1.7226926609634456,25.53703755311138,1976.0309139088727,0,-0.1054226044977149
347,Path I 9A,0.202,8692.0,104.934,I 9A,1.0,46.0,,I,9,46.18436936478109,1973.049,-1.4603180397887459,25.576398996557682,1976.1559139088727,2,-0.061635588632643845
348,Path I 10A,0.234,11482.0,138.691,I 10A,,,,I,10,46.43436936478109,1973.299,-2.1824775472710525,25.75575401227213,1976.4059139088727,5,0.1263352457168132
349,Path I 11A,0.24,11268.0,136.079,I 11A,,,46.0,I,11,46.68436936478109,1973.549,-1.87461559512505,25.886989035437946,1976.6559139088727,8,0.2658723192469914
350,Path I 12A,0.248,13695.0,167.597,I 12A,,,,I,12,46.76770269811443,1973.6323333333332,-1.81903159779122,25.82550863761804,1976.739247242206,9,0.20708954526758916
351,Path I 13A,0.222,11203.0,135.358,I 13A,,,,I,13,46.851036031447755,1973.7156666666667,-1.6450145632886155,25.75779485285995,1976.8225805755394,10,0.1420385212080113
352,Path I 14A,0.208,9028.0,108.708,I 14A,,,,I,14,46.93436936478109,1973.799,-1.6790330792909272,25.53305532010062,1976.9059139088727,11,-0.08007311399297734
353,Path I 15A,0.212,14821.0,181.592,I 15A,,,,I,15,47.01770269811443,1973.8823333333332,-1.729534029191246,25.29206096977104,1976.989247242206,0,-0.3184744299043878
354,Path I 16A,0.226,9870.0,119.175,I 16A,,,,I,16,47.101036031447755,1973.9656666666667,-1.6349392575844206,25.373357491045116,1977.0725805755394,1,-0.23461973735413366
355,Path I 17A,0.226,9944.0,119.929,I 17A,1.0,47.0,,I,17,47.18436936478109,1974.049,-1.5624138649845767,25.33948111964486,1977.1559139088727,2,-0.26597280062020445
356,Path I 18A,0.208,9897.0,119.245,I 18A,,,,I,18,47.28436936478109,1974.1490000000001,-1.5305739833741807,25.27517320919781,1977.2559139088726,3,-0.32729876064929186
357,Path I 19A,0.218,10621.0,128.182,I 19A,,,,I,19,47.384369364781094,1974.249,-1.8384614715634577,25.39176471542237,1977.3559139088727,4,-0.20777550693196645
358,Path I 20A,0.228,9425.0,113.625,I 20A,,,,I,20,47.48436936478109,1974.349,-2.0359848030654413,25.595815224218978,1977.4559139088726,5,-0.000843453565966712
359,Path I 21A,0.232,10975.0,132.263,I 21A,,,,I,21,47.58436936478109,1974.449,-1.795127875432403,25.568940784789337,1977.5559139088728,7,-0.024886551347773178
360,Path I 22A,0.212,10399.0,129.181,I 22A,,,47.0,I,22,47.68436936478109,1974.549,-1.71567335514198,25.621782512110464,1977.6559139088727,8,0.030736314697811906
361,Path I 23A,0.2,8284.0,99.78,I 23A,,,,I,23,47.76770269811443,1974.6323333333332,-1.7283212071638578,25.70853275872806,1977.739247242206,9,0.11976582746475373
362,Path I 24A,0.234,9393.0,113.087,I 24A,,,,I,24,47.851036031447755,1974.7156666666667,-1.4144082820676802,25.626842651061295,1977.8225805755394,10,0.040320122805340475
363,Path I 25A,0.26,12909.0,155.946,I 25A,,,,I,25,47.93436936478109,1974.799,-1.242087574076839,25.426453997954802,1977.9059139088727,11,-0.15785899043397222
364,Path I 26A,0.198,10300.0,124.008,I 26A,,,,I,26,48.01770269811443,1974.8823333333332,-1.1182915350061111,25.299053387566772,1977.989247242206,0,-0.2830849240968121
365,Path I 27A,0.216,12341.0,149.126,I 27A,,,,I,27,48.101036031447755,1974.9656666666667,-1.0707595129366783,25.351048453472192,1978.0725805755394,1,-0.2289500446063748
366,Path I 28A,0.256,11865.0,143.105,I 28A,1.0,48.0,,I,28,48.18436936478109,1975.049,-1.226438460450438,25.422826293145075,1978.1559139088727,2,-0.155067254488646
367,Path I 29A,0.202,10084.0,121.554,I 29A,,,,I,29,48.30936936478109,1975.174,-1.0304478771172076,25.699683574591266,1978.2809139088727,3,0.12488208423289748
368,Path I 30A,0.2,9076.0,109.255,I 30A,,,,I,30,48.43436936478109,1975.299,-1.0488818706614014,25.916519331749928,1978.4059139088727,5,0.3447314566006163
369,Path I 31A,0.262,12039.0,147.021,I 31A,,,,I,31,48.55936936478109,1975.424,-1.0708517278407064,25.817052939724725,1978.5309139088727,6,0.2482002377181729
370,Path I 32A,0.202,9272.0,111.666,I 32A,,,48.0,I,32,48.68436936478109,1975.549,-1.433514945401862,25.60094086075272,1978.6559139088727,8,0.03494488982081023
371,Path I 33A,0.258,11728.0,141.228,I 33A,,,,I,33,48.93436936478109,1975.799,-1.5323267539616563,25.49818196332143,1978.9059139088727,11,-0.06233587166190091
372,Path I 34A,0.214,10084.0,121.548,I 34A,1.0,49.0,,I,34,49.18436936478109,1976.049,-1.724998542757442,25.424552965663214,1979.1559139088727,2,-0.13080050164036194
373,Path I 35A,0.26,12126.0,146.226,I 35A,,,,I,35,49.26770269811443,1976.1323333333332,-1.7051156397189744,25.549271079479205,1979.239247242206,3,-0.00443065821085753
374,Path I 36A,0.216,9144.0,110.221,I 36A,,,,I,36,49.351036031447755,1976.2156666666667,-1.9748542905695143,25.741650199419983,1979.3225805755394,4,0.1895653281996239
375,Path I 37A,0.272,11939.0,145.707,I 37A,,,,I,37,49.43436936478109,1976.299,-2.0238023791662973,25.901118186040055,1979.4059139088727,5,0.3506153181474083
376,Path I 38A,0.204,9021.0,108.417,I 38A,,,,I,38,49.51770269811443,1976.3823333333332,-1.431621535628894,26.011017922395304,1979.489247242206,6,0.4620621946920167
377,Path I 39A,0.242,12005.0,144.808,I 39A,,,,I,39,49.601036031447755,1976.4656666666667,-1.4150704370163196,25.738400658024705,1979.5725805755394,7,0.19095720736878619
378,Path I 40A,0.202,9160.0,110.244,I 40A,,,49.0,I,40,49.68436936478109,1976.549,-1.431268486464299,25.581011568692,1979.6559139088727,8,0.03504553194327542
379,Path I 41A,0.206,8930.0,107.349,I 41A,,,,I,41,49.80936936478109,1976.674,-1.4807789281257373,25.44699710451953,1979.7809139088727,9,-0.09681817975667784
380,Path I 42A,0.22,9671.0,116.503,I 42A,,,,I,42,49.93436936478109,1976.799,-1.5100607499674263,25.346072339707995,1979.9059139088727,11,-0.19567063416563002
381,Path I 43A,0.214,10215.0,123.087,I 43A,,,,I,43,50.05936936478109,1976.924,-1.7180932453126294,25.410807987428107,1980.0309139088727,0,-0.12894111810923192
382,Path I 44A,0.208,9698.0,116.854,I 44A,1.0,50.0,,I,44,50.18436936478109,1977.049,-1.9288654042118605,25.488283415769228,1980.1559139088727,2,-0.04955026349812286
383,Path I 45A,0.23,9416.0,113.385,I 45A,,,,I,45,50.30936936478109,1977.174,-2.384266034491497,25.754026538560325,1980.2809139088727,3,0.2180298434930279
384,Path I 46A,0.268,10955.0,131.824,I 46A,,,,I,46,50.43436936478109,1977.299,-2.2495827301033016,25.808273759885253,1980.4059139088727,5,0.27403560695353235
385,Path I 47A,0.252,10909.0,131.406,I 47A,,,,I,47,50.55936936478109,1977.424,-1.800783739852589,25.75647518672855,1980.5309139088727,6,0.22391713386429046
386,Path I 48A,0.24,10477.0,126.25,I 48A,,,50.0,I,48,50.68436936478109,1977.549,-1.5137262542130598,25.657626815474146,1980.6559139088727,8,0.12667042061286793
387,Path I 49A,0.262,10739.0,129.433,I 49A,,,,I,49,50.851036031447755,1977.7156666666667,-1.355486624585172,25.296435987980818,1980.8225805755394,10,-0.23250688387436114
388,Path I 50A,0.206,8690.0,104.657,I 50A,,,,I,50,51.01770269811443,1977.8823333333332,-1.8347002644397894,25.278173278912636,1980.989247242206,0,-0.24889552249895175
389,Path I 51A,0.228,10943.0,133.41,I 51A,1.0,51.0,,I,51,51.18436936478109,1978.049,-1.470984875332863,25.46561694566819,1981.1559139088727,2,-0.05971723786231209
390,Path I 52A,0.216,10010.0,120.592,I 52A,,,,I,52,51.28436936478109,1978.1490000000001,-0.9600604852850865,25.48165443945418,1981.2559139088726,3,-0.04270591057884232
391,Path I 53A,0.23,11521.0,140.66,I 53A,,,,I,53,51.384369364781094,1978.249,-1.4136370069979294,25.50710986473676,1981.3559139088727,4,-0.01632685472215556
392,Path I 54A,0.222,10427.0,125.43,I 54A,,,,I,54,51.48436936478109,1978.349,-1.8203182019256974,25.765948400588705,1981.4559139088726,5,0.24338510878052233
393,Path I 55A,0.246,11334.0,136.56,I 55A,,,,I,55,51.58436936478109,1978.449,-1.3154459305129877,25.8377704060629,1981.5559139088728,7,0.316030338983893
394,Path I 56A,0.224,9736.0,117.21,I 56A,,,51.0,I,56,51.68436936478109,1978.549,-1.4420506797472759,25.756478091055623,1981.6559139088727,8,0.23551104578059423
395,Path I 57A,0.208,5191.0,59.562,I 57A,,,,I,57,51.851036031447755,1978.7156666666667,-1.5411904851620117,25.25652973283574,1981.8225805755394,10,-0.26326050481369023
396,Path I 58A,0.216,9437.0,108.588,I 58A,,,,I,58,52.01770269811443,1978.8823333333332,-1.4324807483790736,25.26279897319087,1981.989247242206,0,-0.25595390939729157
397,Path I 59A,0.26,10736.0,123.346,I 59A,1.0,52.0,,I,59,52.18436936478109,1979.049,-1.5915266601150995,25.34057545005525,1982.1559139088727,2,-0.17727953003596397
398,Path I 60A,0.274,10910.0,125.543,I 60A,,,,I,60,52.30936936478109,1979.174,-1.689712262772221,25.41610257567799,1982.2809139088727,3,-0.10117049328483319
399,Path I 61A,0.228,9207.0,106.001,I 61A,,,,I,61,52.43436936478109,1979.299,-1.9803414337945058,25.653618343370535,1982.4059139088727,5,0.13684874346798992
400,Path I 62A,0.208,8658.0,99.369,I 62A,,,,I,62,52.55936936478109,1979.424,-1.638206623600016,25.870994405513557,1982.5309139088727,6,0.3546498326031724
401,Path I 63A,0.236,10218.0,117.332,I 63A,,,52.0,I,63,52.68436936478109,1979.549,-1.6680974406113243,25.981176162042292,1982.6559139088727,8,0.4651781740595915
402,Path I 64A,0.222,10109.0,116.255,I 64A,,,,I,64,52.851036031447755,1979.7156666666667,-1.4369191061936435,25.821162762828184,1982.8225805755394,10,0.3055048670887608
403,Path I 65A,0.208,9735.0,111.919,I 65A,,,,I,65,53.01770269811443,1979.8823333333332,-1.1693557035996704,25.624812626588085,1982.989247242206,0,0.10935537052579392
404,Path I 66A,0.254,11385.0,131.036,I 66A,1.0,53.0,,I,66,53.18436936478109,1980.049,-0.9638619950573131,25.473515813957615,1983.1559139088727,2,-0.04188025499005121
405,Path I 67A,0.218,10203.0,117.533,I 67A,,,,I,67,53.43436936478109,1980.299,-1.287564924859744,25.5361665554378,1983.4059139088727,5,0.020600793603502865
406,Path I 68A,0.216,9359.0,107.518,I 68A,,,53.0,I,68,53.68436936478109,1980.549,-1.5289684460252462,25.904723958172934,1983.6559139088727,8,0.38867473518318363
407,Path I 69A,0.216,8878.0,101.978,I 69A,,,,I,69,53.80936936478109,1980.674,-1.546556873199315,25.78329454409306,1983.7809139088727,9,0.2668859274270474
408,Path I 70A,0.214,9504.0,109.525,I 70A,,,,I,70,53.93436936478109,1980.799,-1.6128373156668219,25.518823616708143,1983.9059139088727,11,0.00197716429593342
409,Path I 71A,0.266,11707.0,134.882,I 71A,,,,I,71,54.05936936478109,1980.924,-1.010384363220326,25.429281610731145,1984.0309139088727,0,-0.08808111949173991
410,Path I 72A,0.218,9487.0,109.059,I 72A,1.0,54.0,,I,72,54.18436936478109,1981.049,-1.6694416090467428,25.406578686317907,1984.1559139088727,2,-0.11137876378558786
411,Path I 73A,0.198,8472.0,97.477,I 73A,,,,I,73,54.295480475892205,1981.160111111111,-1.2281799524066368,25.615523587123903,1984.2670250199837,3,0.09697164452802554
412,Path I 74A,0.212,10669.0,122.829,I 74A,,,,I,74,54.40659158700331,1981.2712222222221,-1.8809008988252733,25.67042868860495,1984.3781361310948,5,0.1512202745996163
413,Path I 75A,0.208,9689.0,111.261,I 75A,,,,I,75,54.51770269811443,1981.3823333333332,-1.3526417362386676,25.60461703777975,1984.489247242206,6,0.08469017344788554
414,Path I 76A,0.216,11153.0,128.412,I 76A,,,,I,76,54.628813809225534,1981.4934444444443,-1.2012744337903467,25.454083061676776,1984.600358353317,7,-0.06662423189869315
415,Path I 77A,0.212,10959.0,126.092,I 77A,,,,I,77,54.73992492033665,1981.6045555555556,-1.6247104810239352,25.295639301020557,1984.7114694644283,9,-0.2259104007174102
416,Path I 78A,0.248,12118.0,139.597,I 78A,,,,I,78,54.851036031447755,1981.7156666666667,-1.7056689291431453,25.242721560449546,1984.8225805755394,10,-0.2797325283661749
417,Path I 79A,0.218,10580.0,121.897,I 79A,,,,I,79,54.96214714255887,1981.8267777777778,-1.6062898028841608,25.302288807923535,1984.9336916866505,11,-0.22113164688883202
418,Path I 80A,0.238,11842.0,136.394,I 80A,,,,I,80,55.07325825366998,1981.937888888889,-1.5567960882221556,25.353332356191068,1985.0448027977616,1,-0.17111644353501987
419,Path I 81A,0.232,11074.0,127.796,I 81A,1.0,55.0,,I,81,55.18436936478109,1982.049,-1.616555597796511,25.529044444415977,1985.1559139088727,2,0.0035053208609134856
420,Path I 82A,0.24,13925.0,160.993,I 82A,,,,I,82,55.30936936478109,1982.174,-1.5854465103896578,25.4821128223853,1985.2809139088727,3,-0.044726999654319144
421,Path I 83A,0.27,13476.0,155.633,I 83A,,,,I,83,55.43436936478109,1982.299,-1.3200626587355158,25.329849169287908,1985.4059139088727,5,-0.19836979330074556
422,Path I 84A,0.212,10022.0,115.597,I 84A,,,,I,84,55.55936936478109,1982.424,-1.394028075406798,25.36626642627819,1985.5309139088727,6,-0.16341011892943058
423,Path I 85A,0.196,7797.0,89.697,I 85A,,,,I,85,55.68436936478109,1982.549,-1.508254055811002,25.243846736816415,1985.6559139088727,8,-0.28736583307647123
424,Path I 86A,0.246,14610.0,169.094,I 86A,,,,I,86,55.80936936478109,1982.674,-1.555874957568443,25.32863556116919,1985.7809139088727,9,-0.20419147547707794
425,Path I 87A,0.278,13255.0,153.415,I 87A,,,,I,87,55.93436936478109,1982.799,-1.2774298907831438,25.580252037088403,1985.9059139088727,11,0.04573209162245817
426,Path I 88A,0.244,13066.0,151.045,I 88A,,,,I,88,56.05936936478109,1982.924,-0.952424699152703,25.816052949869523,1986.0309139088727,0,0.2797616535176033
427,Path I 89A,0.304,14621.0,169.429,I 89A,1.0,56.0,,I,89,56.18436936478109,1983.049,-0.8097457871968301,25.748964396625304,1986.1559139088727,2,0.21082330731929488
428,Path I 90A,0.302,14282.0,165.411,I 90A,,,,I,90,56.43436936478109,1983.299,-1.1179852043254734,25.55836552902966,1986.4059139088727,5,0.01628952761476299
429,Path I 91A,0.194,8942.0,103.099,I 91A,,,,I,91,56.68436936478109,1983.549,-1.0889245505874,25.537728883103412,1986.6559139088727,8,-0.008595798687380807
430,Path I 92A,0.31,14344.0,166.112,I 92A,,,,I,92,56.93436936478109,1983.799,-1.0573336135743505,25.59769392323688,1986.9059139088727,11,0.046806792799547026
431,Path I 93A,0.25,13115.0,153.295,I 93A,1.0,57.0,,I,93,57.18436936478109,1984.049,-1.0866895230390996,25.788945463229755,1987.1559139088727,2,0.23318211587706017
432,Path I 94A,0.304,14971.0,175.481,I 94A,,,,I,94,57.32722650763824,1984.191857142857,-1.3723507752297546,25.703426050394885,1987.2987710517298,4,0.14473541782692578
433,Path I 95A,0.298,14250.0,164.987,I 95A,,,,I,95,57.470083650495376,1984.3347142857144,-1.1058732273173977,25.322816391360814,1987.4416281945869,5,-0.23890398136436275
434,Path I 96A,0.272,12636.0,146.142,I 96A,,,,I,96,57.61294079335252,1984.4775714285715,-1.0409812531011593,25.328361152335617,1987.584485337444,7,-0.23649141549418573
435,Path I 97A,0.6,11655.0,134.617,I 97A,,,,I,97,57.75579793620966,1984.6204285714286,-1.4191741784632343,25.27612552802937,1987.727342480301,9,-0.2919616898506483
436,Path I 98A,0.22,10850.0,125.413,I 98A,,,,I,98,57.898655079066806,1984.7632857142858,-1.64332452531393,25.373032506860827,1987.8701996231584,10,-0.19839181601318145
437,Path I 99A,0.282,13420.0,155.27,I 99A,,,,I,99,58.041512221923945,1984.9061428571429,-1.5469479336426826,25.36412603737629,1988.0130567660156,0,-0.210737845437297
438,Path I 100A,0.236,10628.0,122.717,I 100A,1.0,58.0,,I,100,58.18436936478109,1985.049,-1.31038544034203,25.555378178264426,1988.1559139088727,2,-0.023027719432512583
439,Path I 101A,0.278,14147.0,165.55,I 101A,,,,I,101,58.43436936478109,1985.299,-1.1390073764212196,25.438190984542747,1988.4059139088727,5,-0.14665997141186082
440,Path I 102A,0.286,15905.0,186.297,I 102A,,,,I,102,58.68436936478109,1985.549,-1.1736744264517804,25.399911553154098,1988.6559139088727,8,-0.19169822932700242
441,Path I 103A,0.234,13082.0,151.503,I 103A,,,,I,103,58.93436936478109,1985.799,-1.1325196174706276,25.456546832375604,1988.9059139088727,11,-0.14213554489899494
442,Path I 104A,0.288,13610.0,157.647,I 104A,1.0,59.0,,I,104,59.18436936478109,1986.049,-1.2792672892946924,25.358997296217066,1989.1559139088727,2,-0.24707144412167636
443,Path I 105A,0.294,15402.0,180.158,I 105A,,,,I,105,59.43436936478109,1986.299,-1.346575054675631,25.44332613525137,1989.4059139088727,5,-0.1704427364185186
444,Path I 106A,0.294,12593.0,145.2,I 106A,,,,I,106,59.68436936478109,1986.549,-1.0556815614187731,25.6817632756698,1989.6559139088727,8,0.059980504399938184
445,Path I 107A,0.294,14598.0,169.21,I 107A,,,,I,107,59.93436936478109,1986.799,-0.7030614685461607,25.65378489150566,1989.9059139088727,11,0.023674452366996945
446,Path I 108A,0.27,12044.0,138.942,I 108A,1.0,60.0,,I,108,60.18436936478109,1987.049,-0.7493898340673462,25.71298479167981,1990.1559139088727,2,0.07423291640352403
447,Path I 109A,0.326,14515.0,169.905,I 109A,,,,I,109,60.384369364781094,1987.249,-1.1173531172403512,25.5569046525131,1990.3559139088727,4,-0.08898628482829096
448,Path I 110A,0.298,12680.0,146.527,I 110A,,,,I,110,60.58436936478109,1987.449,-1.425758149485147,25.436035172662613,1990.5559139088728,7,-0.21719563843193157
449,Path I 111A,0.21,10481.0,120.876,I 111A,,,,I,111,60.78436936478109,1987.6490000000001,-1.4966670061610865,25.670016274160915,1990.7559139088726,9,0.009244777617894329
450,Path I 112A,0.28,13129.0,151.702,I 112A,,,,I,112,60.98436936478109,1987.849,-1.2343845998904157,25.836319043721225,1990.9559139088726,11,0.16780605003986437
