,index,Name,Mass,Amp 44,Area 44,sample,age1,age2,age_end,path_name,path_num,age_lin,age_absolute,d13c,d18o,age_warped,age_warped_dt,d18o_ma,d13c_ma,age_warped_ma,age_wraped_month
215,215,SPL A4 Path L 25A,0.247,14036.0,173.461,L 25A,,,,L,25,27.2222222222222,1962.937888888889,-1.04349468917056,25.27057546727852,1966.097373308454,1966-02-05 12:59:24.655407005,25.470640522363293,-0.9475330773529193,1966.097263602106,2
216,216,SPL A4 Path L 26A,0.215,14405.0,178.651,L 26A,1.0,27.0,,L,26,27.3333333333333,1963.049,-0.7982323030378644,25.75804761599381,1966.205949988846,1966-03-17 04:07:18.848247040,25.54209525021697,-1.037043840344636,1966.2418248018814,3
217,217,SPL A4 Path L 27A,0.226,13655.0,164.769,L 27A,,,,L,27,27.5555555555555,1963.271222222222,-1.269404528825483,25.59766266737859,1966.422151108344,1966-06-04 02:02:37.352736270,25.671221000705646,-1.1264814405641719,1966.4217473987994,6
218,218,SPL A4 Path L 28A,0.206,13386.0,167.756,L 28A,,,,L,28,27.7777777777777,1963.493444444444,-1.311807489829168,25.65795271874455,1966.637141099208,1966-08-21 13:21:21.704625554,25.640560551765088,-1.1094387569421087,1966.6367608002276,8
219,219,SPL A4 Path L 29A,0.244,18264.0,216.618,L 29A,,,27.0,L,29,28.0,1963.715666666667,-0.7471042521716749,25.66606626917211,1966.850990193131,1966-11-07 14:40:26.730582703,25.530830283240608,-1.1112362447094402,1966.8329339470158,11
220,220,SPL A4 Path L 30A,0.211,15643.0,203.841,L 30A,,,,L,30,28.1666666666666,1963.882333333333,-1.274796992127477,25.26847186180516,1967.010670548709,1967-01-04 21:28:26.424085714,25.451216433493553,-0.8600833968562851,1967.0104796753076,1
221,221,SPL A4 Path L 31A,0.213,18321.0,222.891,L 31A,1.0,28.0,,L,31,28.3333333333333,1964.049,-0.5583489462697029,25.41911116950339,1967.169778284082,1967-03-03 23:15:27.966809494,25.417147771131066,-1.0888116025184342,1967.1695972870123,3
222,222,SPL A4 Path L 32A,0.231,19658.0,235.436,L 32A,,,,L,32,28.5,1964.215666666667,-1.433288869158122,25.56386028208464,1967.328343028246,1967-04-30 20:17:05.738768419,25.481468901391562,-1.1612467535902538,1967.3281719075082,4
223,223,SPL A4 Path L 33A,0.241,16149.0,200.661,L 33A,,,,L,33,28.6666666666666,1964.382333333333,-1.492102445342936,25.46143525258665,1967.486394410196,1967-06-27 12:48:54.119941015,25.59553677512996,-1.4831353762610744,1967.4862331657903,6
224,224,SPL A4 Path L 34A,0.246,17945.0,217.851,L 34A,,,,L,34,28.8333333333333,1964.549,-1.524014814282165,25.76131479071859,1967.643962058929,1967-08-24 01:06:27.490384679,25.62651605801206,-1.4805182836326318,1967.6438106908554,8
225,225,SPL A4 Path L 35A,0.2,11669.0,144.545,L 35A,,,28.0,L,35,29.0,1964.715666666667,-1.425437591272794,25.65679813073094,1967.801075603441,1967-10-20 09:25:20.230113789,25.68095050865845,-1.2736169604480532,1967.8009341116986,10
226,226,SPL A4 Path L 36A,0.217,13236.0,164.094,L 36A,,,,L,36,29.1666666666666,1964.882333333333,-0.8713984757891997,25.62473860452582,1967.957764672726,1967-12-16 14:01:06.719085354,25.62191899481756,-1.0711190732148892,1967.9576330573163,12
227,227,SPL A4 Path L 37A,0.222,20949.0,252.159,L 37A,1.0,29.0,,L,37,29.3333333333333,1965.049,-0.9165211525826737,25.58422024919591,1968.114058895782,1968-02-11 17:53:36.025973842,25.482359540805692,-0.9436400973559597,1968.1312372556874,2
228,228,SPL A4 Path L 38A,0.242,15634.0,194.748,L 38A,,,,L,38,29.5555555555555,1965.271222222222,-1.043000663696005,25.23811976869536,1968.321888198554,1968-04-27 19:27:57.369954215,25.39644368955709,-0.9966230753311004,1968.3216951840914,4
229,229,SPL A4 Path L 39A,0.207,14528.0,175.204,L 39A,,,,L,39,29.7777777777777,1965.493444444444,-1.030347409714622,25.36699105077999,1968.529138457938,1968-07-12 15:57:07.972297378,25.699729611599533,-1.0309078641581193,1968.5289688540404,7
230,230,SPL A4 Path L 40A,0.21,15065.0,186.81,L 40A,,,29.0,L,40,30.0,1965.715666666667,-1.019375519063731,26.49407801532324,1968.735879905629,1968-09-26 07:58:08.727761310,25.846861745940945,-1.0943756094579153,1968.69380156199,9
231,231,SPL A4 Path L 41A,0.225,23041.0,281.756,L 41A,,,,L,41,30.0866666666666,1965.802333333333,-1.233403899595393,25.67951617171961,1968.816386322404,1968-10-25 19:08:14.841588698,25.978749060730692,-1.0540603631411196,1968.8163654750897,10
232,232,SPL A4 Path L 42A,0.226,14202.0,169.319,L 42A,,,,L,42,30.1733333333333,1965.889,-0.9094016707642341,25.76265299514922,1968.896830197236,1968-11-24 05:45:23.229079269,25.67151837946801,-1.0170555891721815,1968.8968107386124,11
233,233,SPL A4 Path L 43A,0.202,10974.0,137.132,L 43A,,,,L,43,30.26,1965.975666666667,-0.9083611971569168,25.57238597153521,1968.977215696197,1968-12-23 15:51:45.631417982,25.674343311391265,-0.8123474657022142,1968.9771976262653,12
234,234,SPL A4 Path L 44A,0.216,14334.0,174.336,L 44A,,,,L,44,30.3466666666666,1966.062333333333,-0.6192795291854911,25.68799096748937,1969.057546985362,1969-01-22 00:06:41.730376770,25.635908270590093,-0.658940721193782,1969.0575303041214,1
235,235,SPL A4 Path L 45A,0.202,14921.0,182.224,L 45A,1.0,30.1,,L,45,30.4333333333333,1966.149,-0.4491814372389376,25.64734787274571,1969.137828230805,1969-02-20 07:22:31.086669584,25.692627448338616,-0.6801037853481514,1969.311379385738,2
236,236,SPL A4 Path K 1A,0.215,10719.0,134.854,K 1A,,30.75,,K,1,31.0833333333333,1966.799,-0.9718503896200255,25.74254350478077,1969.738762941047,1969-09-27 15:33:48.108860426,25.72771198848663,-0.7586248131103966,1969.5641001876445,9
237,237,SPL A4 Path K 2A,0.3,17651.0,209.981,K 2A,,,,K,2,31.1666666666666,1966.882333333333,-0.8548426124722264,25.79324458793341,1969.815709391081,1969-10-25 17:36:51.357133567,25.694244736417602,-0.9697037878238207,1969.8157061162244,10
238,238,SPL A4 Path K 3A,0.275,14974.0,185.919,K 3A,,,,K,3,31.25,1966.965666666667,-1.08241836137921,25.54694611653864,1969.892646016545,1969-11-22 19:34:44.777765840,25.63999872544558,-1.007433624056409,1969.8926439762301,11
239,239,SPL A4 Path K 4A,0.207,12308.0,151.782,K 4A,1.0,31.0,,K,4,31.3333333333333,1967.049,-1.08503989831779,25.57980547186469,1969.969576521064,1969-12-20 21:29:25.168275170,25.550498861361287,-0.9499409170457414,1969.9849614595284,12
240,240,SPL A4 Path K 5A,0.24,12764.0,154.839,K 5A,,,,K,5,31.4666666666666,1967.182333333333,-0.6823644914402236,25.52474499568053,1970.092661840976,1970-02-03 19:43:03.817019348,25.54492217797085,-0.904333137067003,1970.0926648348777,2
241,241,SPL A4 Path K 6A,0.224,11546.0,144.98,K 6A,,,,K,6,31.5999999999999,1967.315666666667,-0.9455950214429951,25.53021606636733,1970.215756142593,1970-03-20 18:01:25.712809974,25.55785183400344,-0.8353661303458587,1970.2157641931765,3
242,242,SPL A4 Path K 7A,0.215,12469.0,149.439,K 7A,,,,K,7,31.7333333333333,1967.449,-0.8781388781543573,25.61859443996246,1970.338874595961,1970-05-04 16:32:29.258225711,25.626020260422234,-0.8956839371669904,1970.3388877032266,5
243,243,SPL A4 Path K 8A,0.219,9586.0,120.039,K 8A,,,,K,8,31.8666666666666,1967.582333333333,-0.8633179119036183,25.72925027493691,1970.462032371126,1970-06-18 15:24:12.855830878,25.706279096097948,-0.9269643050033184,1970.462050535074,6
244,244,SPL A4 Path K 9A,0.262,14075.0,172.413,K 9A,,,31.0,K,9,32.0,1967.715666666667,-1.039436124951979,25.77099257339448,1970.585244638135,1970-08-02 14:44:34.908225648,25.723288396236835,-1.1164664906914312,1970.5955455736423,8
245,245,SPL A4 Path K 10A,0.223,11770.0,144.136,K 10A,,,,K,10,32.1666666666666,1967.882333333333,-1.446645435218696,25.66962234037911,1970.739359711666,1970-09-27 20:47:27.867102485,25.667303517837222,-1.1458217315200516,1970.7394058702318,9
246,246,SPL A4 Path K 11A,0.199,10434.0,130.943,K 11A,1.0,32.0,,K,11,32.3333333333333,1968.049,-0.9513836343894797,25.56129563973808,1970.893613260894,1970-11-23 04:03:07.795552287,25.59291674848369,-1.0779891349613941,1970.9108414165587,11
247,247,SPL A4 Path K 12A,0.253,14591.0,177.021,K 12A,,,,K,12,32.5555555555555,1968.271222222222,-0.8359383352760061,25.54783226533388,1971.099551277116,1971-02-06 08:04:09.075130382,25.550565222729404,-0.8297006786605968,1971.0996743052765,2
248,248,SPL A4 Path K 13A,0.225,11746.0,144.523,K 13A,,,,K,13,32.7777777777777,1968.493444444444,-0.7017800663163041,25.54256776311624,1971.305858377819,1971-04-22 15:19:09.802901547,25.58918704001275,-0.625617384793082,1971.3060048165446,4
249,249,SPL A4 Path K 14A,0.217,11960.0,149.639,K 14A,,,32.0,K,14,33.0,1968.715666666667,-0.3391337527869354,25.67716109158813,1971.512604794699,1971-07-07 02:25:04.805626810,25.60240426197382,-0.5868975111394291,1971.4695751563825,7
250,250,SPL A4 Path K 15A,0.2,12446.0,149.161,K 15A,,,,K,15,33.0833333333333,1968.799,-0.7197787143150476,25.5874839312171,1971.59026229663,1971-08-04 10:41:51.786525071,25.672015008653933,-0.7079965114515141,1971.5902874162273,8
251,251,SPL A4 Path K 16A,0.2,11536.0,144.744,K 16A,,,,K,16,33.1666666666666,1968.882333333333,-1.065077067252559,25.75140000315657,1971.667995157353,1971-09-01 19:38:15.282286149,25.720434857408033,-0.9998360422080723,1971.668021511493,9
252,252,SPL A4 Path K 17A,0.265,14231.0,170.327,K 17A,,,,K,17,33.25,1968.965666666667,-1.21465234505661,25.82242063785043,1971.745807080496,1971-09-30 05:16:12.090521190,25.787195225324492,-1.0613956296843208,1971.7458346691765,9
253,253,SPL A4 Path K 18A,0.231,11777.0,146.82,K 18A,1.0,33.0,,K,18,33.3333333333333,1969.049,-0.9044574767437925,25.78776503496647,1971.82370176968,1971-10-28 15:37:39.008626223,25.77223314844397,-0.9604060216649417,1971.849754370284,10
254,254,SPL A4 Path K 19A,0.258,13807.0,170.318,K 19A,,,,K,19,33.5,1969.215666666667,-0.7621082431944222,25.70651377251501,1971.979754260676,1971-12-24 14:38:50.364675749,25.69077182481976,-0.7930659945176183,1971.9798794298974,12
255,255,SPL A4 Path K 20A,0.25,12805.0,154.756,K 20A,,,,K,20,33.6666666666666,1969.382333333333,-0.7126322636146396,25.5780366669778,1972.136182259337,1972-02-19 20:13:29.877655811,25.601261981582365,-0.7085152499839523,1972.1363173048906,2
256,256,SPL A4 Path K 21A,0.224,12126.0,151.797,K 21A,,,,K,21,33.8333333333333,1969.549,-0.6508052431427949,25.51923550525429,1972.293015394659,1972-04-17 05:50:50.016066369,25.607122738197702,-0.6745096783081962,1972.2931603165443,4
257,257,SPL A4 Path K 22A,0.262,15438.0,185.227,K 22A,,,33.0,K,22,34.0,1969.715666666667,-0.6600915281671533,25.72409604236102,1972.450283295637,1972-06-13 19:17:18.487953490,25.690235445340665,-0.6622219688355869,1972.4241294108685,6
258,258,SPL A4 Path K 23A,0.242,13850.0,170.944,K 23A,,,,K,23,34.0833333333333,1969.799,-0.6757691351968123,25.82737478840668,1972.529089542309,1972-07-12 15:31:21.142714210,25.803123284225048,-0.6363797868252391,1972.5291294764047,7
259,259,SPL A4 Path K 24A,0.216,12258.0,152.773,K 24A,,,,K,24,34.1666666666666,1969.882333333333,-0.5732786971117514,25.85789902190744,1972.608015591268,1972-08-10 12:48:32.233312748,25.80151314787244,-0.7000659093640428,1972.6080567599056,8
260,260,SPL A4 Path K 25A,0.254,14821.0,179.466,K 25A,,,,K,25,34.25,1969.965666666667,-0.8511498957835644,25.71926563330321,1972.687065146139,1972-09-08 11:10:48.877267431,25.774336920236564,-0.705326491129621,1972.687107549318,9
261,261,SPL A4 Path K 26A,0.24,12999.0,162.911,K 26A,1.0,34.0,,K,26,34.3333333333333,1970.049,-0.6915508804935468,25.74584610549904,1972.766241910547,1972-10-07 10:40:08.192082196,25.712822426785294,-0.6759221272063796,1972.845867397574,10
262,262,SPL A4 Path K 27A,0.2,10833.0,129.926,K 27A,,,,K,27,34.6666666666666,1970.382333333333,-0.4850656053420268,25.67335554155364,1973.084295136036,1973-01-31 18:25:31.410030100,25.69956279342355,-0.5405506625863057,1973.085072350218,1
263,263,SPL A4 Path K 28A,0.198,10178.0,127.375,K 28A,,,34.0,K,28,35.0,1970.715666666667,-0.445035501923343,25.67948673321797,1973.404680004071,1973-05-28 16:59:48.608382955,25.733567090248542,-0.7019866593996454,1973.3336697371549,5
264,264,SPL A4 Path K 29A,0.246,14118.0,173.524,K 29A,,,,K,29,35.1111111111111,1970.826777777778,-1.175858870933566,25.84785899597402,1973.512034071358,1973-07-06 21:25:06.474342816,25.875680542176998,-0.8432963284051356,1973.512132133772,7
265,265,SPL A4 Path K 30A,0.22,11958.0,145.776,K 30A,,,,K,30,35.2222222222222,1970.937888888889,-0.9089946123584973,26.09969589733901,1973.619682325887,1973-08-15 04:25:01.829171482,25.962892352774798,-0.7953618173935763,1973.619783314621,8
266,266,SPL A4 Path K 31A,0.302,16087.0,200.053,K 31A,1.0,35.0,,K,31,35.3333333333333,1971.049,-0.3012319688886653,25.94112216501136,1973.727633546618,1973-09-23 14:04:11.526148658,25.927793675493223,-0.44236891584110133,1973.800236222717,9
267,267,SPL A4 Path K 32A,0.29,17458.0,210.167,K 32A,,,,K,32,35.6666666666666,1971.382333333333,-0.1168801662761409,25.74256296412931,1974.053392795646,1974-01-20 11:43:15.203492406,25.718718941034663,-0.21940496231280116,1974.0544070417961,1
268,268,SPL A4 Path K 33A,0.241,151.239,12187.0,K 33A,,,35.0,K,33,36.0,1971.715666666667,-0.2401027517735968,25.47247169396331,1974.382194783124,1974-05-20 12:01:34.680600915,25.680731631569216,-0.30793420614454914,1974.3093667189914,5
269,269,SPL A4 Path K 34A,0.256,30480.0,376.178,K 34A,,,,K,34,36.1111111111111,1971.826777777778,-0.5668197003839093,25.82716023661504,1974.492512578204,1974-06-29 18:24:36.666241787,25.7459247734914,-0.3857583189406791,1974.492636977503,6
270,270,SPL A4 Path K 35A,0.23,12230.0,147.176,K 35A,,,,K,35,36.2222222222222,1971.937888888889,-0.3503525046645307,25.93814238989585,1974.603203571181,1974-08-09 04:03:47.820763510,25.87610482250295,-0.18987691653800862,1974.6033308968006,8
271,271,SPL A4 Path K 36A,0.234,14096.0,176.067,K 36A,1.0,36.0,,K,36,36.3333333333333,1972.049,0.3475414554344146,25.86301184099796,1974.714276541016,1974-09-18 17:03:44.997481637,25.83277417551038,-0.056940765527968014,1974.7516945464358,9
272,272,SPL A4 Path K 37A,0.236,14027.0,170.067,K 37A,,,,K,37,36.5555555555555,1972.271222222222,-0.1680112473537875,25.69716829563733,1974.93760352711,1974-12-09 05:24:24.830941390,25.854372056563637,0.10084800143758232,1974.9381479454353,12
273,273,SPL A4 Path K 38A,0.253,12414.0,154.468,K 38A,,,,K,38,36.7777777777777,1972.493444444444,0.1230137962321203,26.00293603305562,1975.16256376818,1975-03-01 08:03:30.993324706,25.79393547796634,-0.1745351579448441,1975.1631315970699,3
274,274,SPL A4 Path K 39A,0.21,11374.0,141.138,K 39A,,,36.0,K,39,37.0,1972.715666666667,-0.4786080227128646,25.68170210520606,1975.38922749592,1975-05-23 01:37:58.311335254,25.84403182444115,-0.23688128730830504,1975.3516704595984,5
275,275,SPL A4 Path K 40A,0.243,14606.0,177.585,K 40A,,,,K,40,37.1111111111111,1972.826777777778,-0.3550496354441704,25.84745733506177,1975.503220114695,1975-07-03 16:12:29.537023675,25.781095966950076,-0.37005699336853687,1975.5033708508793,7
276,276,SPL A4 Path K 41A,0.225,11750.0,146.602,K 41A,,,,K,41,37.2222222222222,1972.937888888889,-0.2765133219485752,25.8141284605824,1975.617664942023,1975-08-14 10:44:41.611640844,25.808896057973893,-0.25468529472445467,1975.6178186045279,8
277,277,SPL A4 Path K 42A,0.196,9832.0,121.483,K 42A,1.0,37.0,,K,42,37.3333333333333,1973.049,-0.132492926780618,25.7651023782775,1975.732570756865,1975-09-25 09:19:11.388495144,25.699235477201885,-0.3020359176572483,1975.752016244529,9
278,278,SPL A4 Path K 43A,0.252,13548.0,164.606,K 43A,,,,K,43,37.5,1973.215666666667,-0.4971015042425513,25.51847559274576,1975.905813034698,1975-11-27 14:55:19.862235658,25.64946445111811,-0.2498101558562187,1975.9061752358866,11
279,279,SPL A4 Path K 44A,0.225,11720.0,147.044,K 44A,,,,K,44,37.6666666666666,1973.382333333333,-0.1198360365454864,25.66481538233108,1976.080141916097,1976-01-30 07:57:59.727588646,25.644456080496692,-0.4416494426341388,1976.0805091486257,1
280,280,SPL A4 Path K 45A,0.236,12957.0,154.829,K 45A,,,,K,45,37.8333333333333,1973.549,-0.7080107871143784,25.75007726641324,1976.255572495082,1976-04-03 12:56:55.668484385,25.763044344269947,-0.38469379010071675,1976.2559253789793,4
281,281,SPL A4 Path K 46A,0.28,14429.0,179.486,K 46A,,,37.0,K,46,38.0,1973.715666666667,-0.326234546642285,25.87424038406553,1976.432061725759,1976-06-07 03:13:48.716641810,25.837465708020897,-0.5112758570373629,1976.4323954160325,6
282,282,SPL A4 Path K 47A,0.249,13411.0,163.712,K 47A,,,,K,47,38.1666666666666,1973.882333333333,-0.4995822373554249,25.88807947358392,1976.609552027256,1976-08-11 02:18:18.026702859,25.83402173596704,-0.38789699296299357,1976.609866523906,8
283,283,SPL A4 Path K 48A,0.25,13626.0,166.972,K 48A,1.0,38.0,,K,48,38.3333333333333,1974.049,-0.3378741948912703,25.73974535025166,1976.787985818703,1976-10-15 09:40:02.753352609,25.78293944916599,-0.5053990312684605,1976.848330464638,10
284,284,SPL A4 Path K 49A,0.251,7254.0,91.432,K 49A,,,,K,49,38.6666666666666,1974.382333333333,-0.6787406615586862,25.72099352366239,1977.147453547955,1977-02-23 19:41:35.088306054,25.722457964379743,-0.4232438372367077,1977.1484812110677,2
285,285,SPL A4 Path K 50A,0.224,12646.0,151.411,K 50A,,,38.0,K,50,39.0,1974.715666666667,-0.2531166552601662,25.70663501922517,1977.510004266546,1977-07-06 03:38:14.549796164,25.650273760434487,-0.4437179659817992,1977.409384863692,7
286,286,SPL A4 Path K 51A,0.202,10102.0,125.518,K 51A,,,,K,51,39.0555555555555,1974.771222222222,-0.3992965811265448,25.5231927384159,1977.570696776575,1977-07-28 07:18:13.546069361,25.64374789326507,-0.42015231450113305,1977.5707203466482,7
287,287,SPL A4 Path K 52A,0.26,15056.0,186.853,K 52A,,,,K,52,39.1111111111111,1974.826777777778,-0.6080437071166878,25.70141592215413,1977.631459996823,1977-08-19 11:35:22.459809139,25.703763850559223,-0.6464429170601478,1977.6314828560207,8
288,288,SPL A4 Path K 53A,0.23,12920.0,155.476,K 53A,,,,K,53,39.1666666666666,1974.882333333333,-0.9319884629372104,25.88668289110764,1977.692291794664,1977-09-10 16:28:34.036524393,25.852517597279306,-0.7783008514957223,1977.692313942987,9
289,289,SPL A4 Path K 54A,0.21,13346.0,166.876,K 54A,,,,K,54,39.2222222222222,1974.937888888889,-0.7948703844332681,25.96945397857616,1977.753190037474,1977-10-02 21:56:41.021781377,25.88257480641501,-0.7510342680864435,1977.7532114749222,10
290,290,SPL A4 Path K 55A,0.242,14929.0,178.432,K 55A,,,,K,55,39.2777777777777,1974.993444444444,-0.5262439568888513,25.79158754956124,1977.814152592628,1977-10-25 03:58:36.161117673,25.84205927851181,-0.5121988931162095,1977.8141733192015,10
291,291,SPL A4 Path K 56A,0.21,16563.0,206.789,K 56A,1.0,39.0,,K,56,39.3333333333333,1975.049,-0.2154823380265087,25.76513630739804,1977.875177327502,1977-11-16 10:33:12.200099532,25.676376563835294,-0.3820485838437555,1977.9772806679932,11
292,292,SPL A4 Path K 57A,0.224,14518.0,178.631,K 57A,,,,K,57,39.6666666666666,1975.382333333333,-0.4044194566159061,25.4724058345466,1978.24251208385,1978-03-30 12:24:21.076293219,25.555082452699107,-0.45548215592167124,1978.2430790999908,3
293,293,SPL A4 Path K 58A,0.212,12943.0,157.321,K 58A,,,39.0,K,58,40.0,1975.715666666667,-0.7465446731225984,25.42770521615268,1978.611547888621,1978-08-12 05:09:34.215554677,25.496936921334235,-0.6996482452182068,1978.5193595396777,8
294,294,SPL A4 Path K 59A,0.224,15638.0,195.423,K 59A,,,,K,59,40.0833333333333,1975.799,-0.9479806059161155,25.59069971330342,1978.704018646562,1978-09-14 23:12:12.037978053,25.57926609863966,-0.9538008003997868,1978.704042089056,9
295,295,SPL A4 Path K 60A,0.24,17416.0,209.031,K 60A,,,,K,60,40.1666666666666,1975.882333333333,-1.166877122160646,25.71939336646288,1978.796559731985,1978-10-18 17:51:47.707882069,25.660235283696846,-1.0080220574523608,1978.7965807752755,10
296,296,SPL A4 Path K 61A,0.21,17846.0,218.911,K 61A,,,,K,61,40.25,1975.965666666667,-0.9092084442803201,25.67061277132423,1978.88916394728,1978-11-21 13:04:34.241420180,25.690297815047533,-0.968778327575809,1978.8891825913681,11
297,297,SPL A4 Path K 62A,0.234,13244.0,165.558,K 62A,1.0,40.0,,K,62,40.3333333333333,1976.049,-0.83024941628646,25.68088730735549,1978.98182409484,1978-12-25 08:46:44.654874921,25.65275457789502,-0.8477227266255926,1979.0127571461446,12
298,298,SPL A4 Path K 63A,0.217,12056.0,144.748,K 63A,,,,K,63,40.5,1976.215666666667,-0.803710319309997,25.60676365500534,1979.167283396314,1979-03-03 01:24:09.186155325,25.553288533610253,-0.7765265280115295,1979.1673291822299,3
299,299,SPL A4 Path K 64A,0.228,15720.0,195.556,K 64A,,,,K,64,40.6666666666666,1976.382333333333,-0.6956198484381313,25.37221463846993,1979.352880055536,1979-05-09 19:13:45.431381213,25.51991375502662,-0.8274494672310903,1979.352906647828,5
300,300,SPL A4 Path K 65A,0.246,17796.0,215.068,K 65A,,,,K,65,40.8333333333333,1976.549,-0.9830182339451417,25.58076297160459,1979.538556491634,1979-07-16 13:45:17.520167500,25.45653765056464,-0.8900746790697495,1979.5385638903024,7
301,301,SPL A4 Path K 66A,0.221,14051.0,173.684,K 66A,,,40.0,K,66,41.0,1976.715666666667,-0.9915859548259749,25.4166353416194,1979.724255123737,1979-09-22 08:28:29.582172122,25.535049801809507,-0.9201313128436382,1979.703616574431,9
302,302,SPL A4 Path K 67A,0.213,12661.0,157.475,K 67A,,,,K,67,41.1111111111111,1976.826777777778,-0.7857897497597979,25.60775109220453,1979.848038107921,1979-11-06 12:48:49.771395285,25.559369829509084,-1.0226794932914647,1979.8480271787191,11
303,303,SPL A4 Path K 68A,0.205,12130.0,146.006,K 68A,,,,K,68,41.2222222222222,1976.937888888889,-1.290662775288621,25.65372305470332,1979.971788304499,1979-12-21 16:51:55.970676888,25.666741857836936,-1.1234202872812,1979.971771688297,12
304,304,SPL A4 Path K 69A,0.244,13713.0,171.445,K 69A,1.0,41.0,,K,69,41.3333333333333,1977.049,-1.293808336795181,25.73875142660295,1980.095488652471,1980-02-04 22:46:20.363898203,25.743990648299405,-1.293060514276587,1980.1135689054984,2
305,305,SPL A4 Path K 70A,0.261,15407.0,193.929,K 70A,,,,K,70,41.4933333333333,1977.209,-1.294710430745958,25.83949746359195,1980.273429759526,1980-04-10 01:48:25.227632610,25.795491726892198,-1.209210859667044,1980.2732356278632,4
306,306,SPL A4 Path K 71A,0.21,12358.0,154.312,K 71A,,,,K,71,41.6533333333333,1977.369,-1.039113811459992,25.8082262904817,1980.450788471593,1980-06-13 23:43:33.364098901,25.792735651125337,-1.1812070258102543,1980.4504464561858,6
307,307,SPL A4 Path K 72A,0.233,13578.0,162.299,K 72A,,,,K,72,41.8133333333333,1977.529,-1.209796835224813,25.73048319930236,1980.627121137438,1980-08-17 12:37:55.456521079,25.661523259723555,-1.1244138262799483,1980.6266312382868,8
308,308,SPL A4 Path K 73A,0.22,28933.0,357.069,K 73A,,,,K,73,41.9733333333333,1977.689,-1.12433083215504,25.44586028938661,1980.80198410583,1980-10-20 12:37:42.188195050,25.662444668193075,-1.014215742332626,1980.8013463229345,10
309,309,SPL A4 Path K 74A,0.211,12044.0,145.447,K 74A,,41.8,,K,74,42.1333333333333,1977.849,-0.7085195596180245,25.81099051589026,1980.974933725536,1980-12-22 19:49:04.242387958,25.710526191005332,-1.164923619851895,1981.0576477481497,12
310,310,12 SPL-A4 Path J 1A,0.209,9439.0,108.667,J 1A,,42.2,,J,1,42.5333333333333,1978.249,-1.66192046778262,25.87472776773913,1981.396025413083,1981-05-25 13:10:57.426983994,25.88093678783751,-1.1380520695194252,1981.287459024417,5
311,311,Path J 2A,0.223,10496.0,120.92,J 2A,,,,J,2,42.6266666666666,1978.342333333333,-1.043716181157631,25.95709207988313,1981.491417934632,1981-06-29 08:49:15.986553309,25.887398779236406,-1.1045063573479947,1981.490995431616,6
312,312,Path J 3A,0.234,11430.0,132.14,J 3A,,,,J,3,42.72,1978.435666666667,-0.6078824231037332,25.83037649008695,1981.585542947133,1981-08-02 17:21:22.380787402,25.867822446372454,-0.7091223962250693,1981.5850910898778,8
313,313,Path J 4A,0.255,12346.0,142.721,J 4A,,,,J,4,42.8133333333333,1978.529,-0.4757685844138431,25.81599876914727,1981.678312387868,1981-09-05 14:00:59.463801801,25.81322713977894,-0.639204565467851,1981.6778311763744,9
314,314,Path J 5A,0.237,10748.0,123.79,J 5A,,,,J,5,42.9066666666666,1978.622333333333,-0.8339626888859761,25.7933061601026,1981.769638194122,1981-10-08 22:01:50.089833938,25.749834693254424,-0.8247580782405525,1981.7691276283902,10
315,315,Path J 6A,0.262,13543.0,156.783,J 6A,,,42.0,J,6,43.0,1978.715666666667,-1.164542961421838,25.6401991505134,1981.85943230318,1981-11-10 16:37:37.113085382,25.71864065151084,-1.1417484911761122,1981.8557700104604,11
316,316,Path J 7A,0.249,12144.0,140.126,J 7A,,,,J,7,43.0833333333333,1978.799,-1.426739823220522,25.72241664391651,1981.93823953408,1981-12-09 10:58:41.946744107,25.60836288527342,-1.2409609499861534,1981.927519322969,12
339,339,12 SPL-A4 Path I 1A,0.198,8213.0,99.041,I 1A,,42.8,,I,1,43.1333333333333,1978.849,-1.1316000653161,25.46247286139035,1981.984886131647,1981-12-26 11:36:09.047621202,25.62905137510703,-1.3086528507817747,1981.9796187247987,12
317,317,Path J 8A,0.243,13174.0,152.13,J 8A,,,,J,8,43.1666666666666,1978.882333333333,-1.367618663808702,25.70226462001423,1982.015730508669,1982-01-06 17:47:57.321388548,25.55716928010723,-1.1528243447134694,1982.0258249746214,1
340,340,Path I 2A,0.234,9744.0,117.44,I 2A,,,,I,2,43.2333333333333,1978.949,-0.9592543050156057,25.50677035891712,1982.076858283548,1982-01-29 01:16:42.829971712,25.635952890803754,-1.303020298927516,1982.061539925416,1
318,318,Path J 9A,0.225,10457.0,120.666,J 9A,,,,J,9,43.25,1978.965666666667,-1.58218792795824,25.69882369347992,1982.09203098403,1982-02-03 14:11:29.112372880,25.6235413325248,-1.3899968600568673,1982.1120645574986,2
319,319,Path J 10A,0.25,11200.0,129.384,J 10A,2.0,43.0,,J,10,43.3333333333333,1979.049,-1.628548347196756,25.66502994517736,1982.167304404918,1982-03-03 01:35:11.713494472,25.60058029021604,-1.4528781148536822,1982.1422132646221,3
341,341,Path I 3A,0.242,11042.0,133.385,I 3A,-1.0,43.0,,I,3,43.3333333333333,1979.049,-1.14789806940605,25.43788723199084,1982.167304404918,1982-03-03 01:35:11.713494472,25.64834962699973,-1.4388399529981524,1982.2044183847872,3
